,m,gateway,host,node,owner,value,_time
0,#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
301,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-10-30T04:00:00Z
302,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-10-30T05:00:00Z
303,Humidity,1,mqtt.angizehco.com,4,toossab,24.02,2022-10-30T06:00:00Z
304,Humidity,1,mqtt.angizehco.com,4,toossab,23.97,2022-10-30T07:00:00Z
305,Humidity,1,mqtt.angizehco.com,4,toossab,23.99,2022-10-30T08:00:00Z
306,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-10-30T10:00:00Z
307,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-10-30T11:00:00Z
308,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-10-30T14:00:00Z
309,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-10-30T15:00:00Z
310,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-10-30T16:00:00Z
311,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-10-30T17:00:00Z
312,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-10-30T18:00:00Z
313,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-10-30T20:00:00Z
314,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-10-30T21:00:00Z
315,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-10-31T01:00:00Z
316,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-10-31T07:00:00Z
317,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-10-31T09:00:00Z
318,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-10-31T11:00:00Z
319,Humidity,1,mqtt.angizehco.com,4,toossab,20,2022-10-31T14:00:00Z
320,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-10-31T15:00:00Z
321,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-10-31T18:00:00Z
322,Humidity,1,mqtt.angizehco.com,4,toossab,20.02,2022-10-31T21:00:00Z
323,Humidity,1,mqtt.angizehco.com,4,toossab,19.98,2022-10-31T22:00:00Z
324,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-01T05:00:00Z
325,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-11-01T06:00:00Z
326,Humidity,1,mqtt.angizehco.com,4,toossab,20.98,2022-11-01T07:00:00Z
327,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-01T13:00:00Z
328,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-11-01T14:00:00Z
329,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-01T15:00:00Z
330,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-01T17:00:00Z
331,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-01T18:00:00Z
332,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-01T22:00:00Z
333,Humidity,1,mqtt.angizehco.com,4,toossab,20.98,2022-11-01T23:00:00Z
334,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-02T00:00:00Z
335,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-11-02T05:00:00Z
336,Humidity,1,mqtt.angizehco.com,4,toossab,20.98,2022-11-02T06:00:00Z
337,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-11-02T07:00:00Z
338,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-02T08:00:00Z
339,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-02T09:00:00Z
340,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-11-02T12:00:00Z
341,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-11-02T13:00:00Z
342,Humidity,1,mqtt.angizehco.com,4,toossab,24,2022-11-02T14:00:00Z
343,Humidity,1,mqtt.angizehco.com,4,toossab,23.98,2022-11-02T15:00:00Z
344,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-11-02T17:00:00Z
345,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-02T18:00:00Z
346,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-11-02T19:00:00Z
347,Humidity,1,mqtt.angizehco.com,4,toossab,23.98,2022-11-02T20:00:00Z
348,Humidity,1,mqtt.angizehco.com,4,toossab,23.99,2022-11-02T21:00:00Z
349,Humidity,1,mqtt.angizehco.com,4,toossab,24,2022-11-02T22:00:00Z
350,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-02T23:00:00Z
351,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-03T00:00:00Z
352,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-03T01:00:00Z
353,Humidity,1,mqtt.angizehco.com,4,toossab,25,2022-11-03T04:00:00Z
354,Humidity,1,mqtt.angizehco.com,4,toossab,26.01,2022-11-03T06:00:00Z
355,Humidity,1,mqtt.angizehco.com,4,toossab,25.95,2022-11-03T07:00:00Z
356,Humidity,1,mqtt.angizehco.com,4,toossab,26,2022-11-03T08:00:00Z
357,Humidity,1,mqtt.angizehco.com,4,toossab,26,2022-11-03T09:00:00Z
358,Humidity,1,mqtt.angizehco.com,4,toossab,26,2022-11-03T10:00:00Z
359,Humidity,1,mqtt.angizehco.com,4,toossab,25.99,2022-11-03T11:00:00Z
360,Humidity,1,mqtt.angizehco.com,4,toossab,25.98,2022-11-03T12:00:00Z
361,Humidity,1,mqtt.angizehco.com,4,toossab,25.98,2022-11-03T15:00:00Z
362,Humidity,1,mqtt.angizehco.com,4,toossab,25.98,2022-11-03T16:00:00Z
363,Humidity,1,mqtt.angizehco.com,4,toossab,26.01,2022-11-03T17:00:00Z
364,Humidity,1,mqtt.angizehco.com,4,toossab,25.98,2022-11-03T18:00:00Z
365,Humidity,1,mqtt.angizehco.com,4,toossab,24.98,2022-11-03T20:00:00Z
366,Humidity,1,mqtt.angizehco.com,4,toossab,23.98,2022-11-03T21:00:00Z
367,Humidity,1,mqtt.angizehco.com,4,toossab,22.98,2022-11-03T23:00:00Z
368,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-04T00:00:00Z
369,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-11-04T01:00:00Z
370,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-04T02:00:00Z
371,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-04T03:00:00Z
372,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-04T04:00:00Z
373,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-04T05:00:00Z
374,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-04T06:00:00Z
375,Humidity,1,mqtt.angizehco.com,4,toossab,24.97,2022-11-04T09:00:00Z
376,Humidity,1,mqtt.angizehco.com,4,toossab,23.98,2022-11-04T10:00:00Z
377,Humidity,1,mqtt.angizehco.com,4,toossab,22.98,2022-11-04T12:00:00Z
378,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-11-04T13:00:00Z
379,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-04T15:00:00Z
380,Humidity,1,mqtt.angizehco.com,4,toossab,22.98,2022-11-04T16:00:00Z
381,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-05T01:00:00Z
382,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-11-05T02:00:00Z
383,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-05T03:00:00Z
384,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-05T04:00:00Z
385,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-05T05:00:00Z
386,Humidity,1,mqtt.angizehco.com,4,toossab,23.02,2022-11-05T06:00:00Z
387,Humidity,1,mqtt.angizehco.com,4,toossab,24,2022-11-05T07:00:00Z
388,Humidity,1,mqtt.angizehco.com,4,toossab,28.01,2022-11-05T08:00:00Z
389,Humidity,1,mqtt.angizehco.com,4,toossab,27.98,2022-11-05T09:00:00Z
390,Humidity,1,mqtt.angizehco.com,4,toossab,28.03,2022-11-05T10:00:00Z
391,Humidity,1,mqtt.angizehco.com,4,toossab,26.96,2022-11-05T11:00:00Z
392,Humidity,1,mqtt.angizehco.com,4,toossab,26.01,2022-11-05T12:00:00Z
393,Humidity,1,mqtt.angizehco.com,4,toossab,25,2022-11-05T13:00:00Z
394,Humidity,1,mqtt.angizehco.com,4,toossab,24.98,2022-11-05T15:00:00Z
395,Humidity,1,mqtt.angizehco.com,4,toossab,26.01,2022-11-05T16:00:00Z
396,Humidity,1,mqtt.angizehco.com,4,toossab,25.97,2022-11-05T17:00:00Z
397,Humidity,1,mqtt.angizehco.com,4,toossab,24.99,2022-11-05T19:00:00Z
398,Humidity,1,mqtt.angizehco.com,4,toossab,23.97,2022-11-06T03:00:00Z
399,Humidity,1,mqtt.angizehco.com,4,toossab,24,2022-11-06T04:00:00Z
400,Humidity,1,mqtt.angizehco.com,4,toossab,25,2022-11-06T05:00:00Z
401,Humidity,1,mqtt.angizehco.com,4,toossab,24.98,2022-11-06T06:00:00Z
402,Humidity,1,mqtt.angizehco.com,4,toossab,25.96,2022-11-06T07:00:00Z
403,Humidity,1,mqtt.angizehco.com,4,toossab,24.99,2022-11-06T08:00:00Z
404,Humidity,1,mqtt.angizehco.com,4,toossab,24.02,2022-11-06T09:00:00Z
405,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-06T10:00:00Z
406,Humidity,1,mqtt.angizehco.com,4,toossab,23.97,2022-11-06T11:00:00Z
407,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-06T12:00:00Z
408,Humidity,1,mqtt.angizehco.com,4,toossab,23.98,2022-11-06T13:00:00Z
409,Humidity,1,mqtt.angizehco.com,4,toossab,22.97,2022-11-06T14:00:00Z
410,Humidity,1,mqtt.angizehco.com,4,toossab,24.02,2022-11-06T15:00:00Z
411,Humidity,1,mqtt.angizehco.com,4,toossab,23.99,2022-11-06T16:00:00Z
412,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-06T17:00:00Z
413,Humidity,1,mqtt.angizehco.com,4,toossab,25.01,2022-11-06T18:00:00Z
414,Humidity,1,mqtt.angizehco.com,4,toossab,24.99,2022-11-06T19:00:00Z
415,Humidity,1,mqtt.angizehco.com,4,toossab,24.98,2022-11-06T20:00:00Z
416,Humidity,1,mqtt.angizehco.com,4,toossab,23.98,2022-11-06T22:00:00Z
417,Humidity,1,mqtt.angizehco.com,4,toossab,22.97,2022-11-06T23:00:00Z
418,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-07T00:00:00Z
419,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-07T04:00:00Z
420,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-11-07T05:00:00Z
421,Humidity,1,mqtt.angizehco.com,4,toossab,24.01,2022-11-07T06:00:00Z
422,Humidity,1,mqtt.angizehco.com,4,toossab,25.01,2022-11-07T07:00:00Z
423,Humidity,1,mqtt.angizehco.com,4,toossab,26.05,2022-11-07T08:00:00Z
424,Humidity,1,mqtt.angizehco.com,4,toossab,27.04,2022-11-07T09:00:00Z
425,Humidity,1,mqtt.angizehco.com,4,toossab,27.99,2022-11-07T10:00:00Z
426,Humidity,1,mqtt.angizehco.com,4,toossab,26.99,2022-11-07T11:00:00Z
427,Humidity,1,mqtt.angizehco.com,4,toossab,25.87,2022-11-07T12:00:00Z
428,Humidity,1,mqtt.angizehco.com,4,toossab,23.96,2022-11-07T13:00:00Z
429,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-07T14:00:00Z
430,Humidity,1,mqtt.angizehco.com,4,toossab,23.99,2022-11-07T15:00:00Z
431,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-07T16:00:00Z
432,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-11-07T17:00:00Z
433,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-07T18:00:00Z
434,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-07T20:00:00Z
435,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-11-08T01:00:00Z
436,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-11-08T02:00:00Z
437,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-11-08T03:00:00Z
438,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-11-08T04:00:00Z
439,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-08T05:00:00Z
440,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-11-08T06:00:00Z
441,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-11-08T07:00:00Z
442,Humidity,1,mqtt.angizehco.com,4,toossab,23.01,2022-11-08T08:00:00Z
443,Humidity,1,mqtt.angizehco.com,4,toossab,22,2022-11-08T09:00:00Z
444,Humidity,1,mqtt.angizehco.com,4,toossab,21.94,2022-11-08T10:00:00Z
445,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-11-08T12:00:00Z
446,Humidity,1,mqtt.angizehco.com,4,toossab,20.94,2022-11-08T13:00:00Z
447,Humidity,1,mqtt.angizehco.com,4,toossab,21.02,2022-11-08T14:00:00Z
448,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-08T15:00:00Z
449,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-08T16:00:00Z
450,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-08T17:00:00Z
451,Humidity,1,mqtt.angizehco.com,4,toossab,19.98,2022-11-08T19:00:00Z
452,Humidity,1,mqtt.angizehco.com,4,toossab,18.98,2022-11-08T21:00:00Z
453,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-09T03:00:00Z
454,Humidity,1,mqtt.angizehco.com,4,toossab,17.98,2022-11-09T04:00:00Z
455,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-09T05:00:00Z
456,Humidity,1,mqtt.angizehco.com,4,toossab,21.01,2022-11-09T06:00:00Z
457,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-09T07:00:00Z
458,Humidity,1,mqtt.angizehco.com,4,toossab,21.05,2022-11-09T08:00:00Z
459,Humidity,1,mqtt.angizehco.com,4,toossab,21.92,2022-11-09T10:00:00Z
460,Humidity,1,mqtt.angizehco.com,4,toossab,27.2,2022-11-12T07:00:00Z
461,Humidity,1,mqtt.angizehco.com,4,toossab,25.89,2022-11-12T08:00:00Z
462,Humidity,1,mqtt.angizehco.com,4,toossab,24.79,2022-11-12T09:00:00Z
463,Humidity,1,mqtt.angizehco.com,4,toossab,25.29,2022-11-12T10:00:00Z
464,Humidity,1,mqtt.angizehco.com,4,toossab,24.8,2022-11-12T11:00:00Z
465,Humidity,1,mqtt.angizehco.com,4,toossab,23.17,2022-11-12T12:00:00Z
466,Humidity,1,mqtt.angizehco.com,4,toossab,30.99,2022-11-13T06:00:00Z
467,Humidity,1,mqtt.angizehco.com,4,toossab,29.11,2022-11-13T07:00:00Z
468,Humidity,1,mqtt.angizehco.com,4,toossab,28.11,2022-11-13T08:00:00Z
469,Humidity,1,mqtt.angizehco.com,4,toossab,31.99,2022-11-13T09:00:00Z
470,Humidity,1,mqtt.angizehco.com,4,toossab,30.98,2022-11-13T10:00:00Z
471,Humidity,1,mqtt.angizehco.com,4,toossab,18.59,2022-11-14T08:00:00Z
472,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-14T09:00:00Z
473,Humidity,1,mqtt.angizehco.com,4,toossab,16.44,2022-11-14T10:00:00Z
474,Humidity,1,mqtt.angizehco.com,4,toossab,16.2,2022-11-14T11:00:00Z
475,Humidity,1,mqtt.angizehco.com,4,toossab,16.01,2022-11-14T12:00:00Z
476,Humidity,1,mqtt.angizehco.com,4,toossab,16.38,2022-11-14T13:00:00Z
477,Humidity,1,mqtt.angizehco.com,4,toossab,16.28,2022-11-14T14:00:00Z
478,Humidity,1,mqtt.angizehco.com,4,toossab,18.01,2022-11-14T15:00:00Z
479,Humidity,1,mqtt.angizehco.com,4,toossab,17.99,2022-11-14T16:00:00Z
480,Humidity,1,mqtt.angizehco.com,4,toossab,16.99,2022-11-14T17:00:00Z
481,Humidity,1,mqtt.angizehco.com,4,toossab,16.54,2022-11-14T18:00:00Z
482,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-14T19:00:00Z
483,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-14T20:00:00Z
484,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-14T21:00:00Z
485,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-14T22:00:00Z
486,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-14T23:00:00Z
487,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-15T00:00:00Z
488,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-15T01:00:00Z
489,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-15T02:00:00Z
490,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-15T03:00:00Z
491,Humidity,1,mqtt.angizehco.com,4,toossab,14.98,2022-11-15T04:00:00Z
492,Humidity,1,mqtt.angizehco.com,4,toossab,16,2022-11-15T05:00:00Z
493,Humidity,1,mqtt.angizehco.com,4,toossab,16,2022-11-15T06:00:00Z
494,Humidity,1,mqtt.angizehco.com,4,toossab,17.01,2022-11-15T07:00:00Z
495,Humidity,1,mqtt.angizehco.com,4,toossab,17.68,2022-11-15T08:00:00Z
496,Humidity,1,mqtt.angizehco.com,4,toossab,17.51,2022-11-15T09:00:00Z
497,Humidity,1,mqtt.angizehco.com,4,toossab,17.59,2022-11-15T10:00:00Z
498,Humidity,1,mqtt.angizehco.com,4,toossab,17.96,2022-11-15T11:00:00Z
499,Humidity,1,mqtt.angizehco.com,4,toossab,17.57,2022-11-15T12:00:00Z
500,Humidity,1,mqtt.angizehco.com,4,toossab,17.45,2022-11-15T13:00:00Z
501,Humidity,1,mqtt.angizehco.com,4,toossab,16.9,2022-11-15T14:00:00Z
502,Humidity,1,mqtt.angizehco.com,4,toossab,17.27,2022-11-15T15:00:00Z
503,Humidity,1,mqtt.angizehco.com,4,toossab,18.61,2022-11-15T16:00:00Z
504,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-15T17:00:00Z
505,Humidity,1,mqtt.angizehco.com,4,toossab,17.99,2022-11-15T18:00:00Z
506,Humidity,1,mqtt.angizehco.com,4,toossab,17.99,2022-11-15T19:00:00Z
507,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-15T20:00:00Z
508,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-15T21:00:00Z
509,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-15T22:00:00Z
510,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-15T23:00:00Z
511,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T00:00:00Z
512,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T01:00:00Z
513,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T02:00:00Z
514,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T03:00:00Z
515,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-11-16T04:00:00Z
516,Humidity,1,mqtt.angizehco.com,4,toossab,16.42,2022-11-16T05:00:00Z
517,Humidity,1,mqtt.angizehco.com,4,toossab,16.8,2022-11-16T06:00:00Z
518,Humidity,1,mqtt.angizehco.com,4,toossab,16.96,2022-11-16T07:00:00Z
519,Humidity,1,mqtt.angizehco.com,4,toossab,17.24,2022-11-16T08:00:00Z
520,Humidity,1,mqtt.angizehco.com,4,toossab,16.99,2022-11-16T09:00:00Z
521,Humidity,1,mqtt.angizehco.com,4,toossab,16.73,2022-11-16T10:00:00Z
522,Humidity,1,mqtt.angizehco.com,4,toossab,17.18,2022-11-16T11:00:00Z
523,Humidity,1,mqtt.angizehco.com,4,toossab,17.99,2022-11-16T12:00:00Z
524,Humidity,1,mqtt.angizehco.com,4,toossab,17.99,2022-11-16T13:00:00Z
525,Humidity,1,mqtt.angizehco.com,4,toossab,17.43,2022-11-16T14:00:00Z
526,Humidity,1,mqtt.angizehco.com,4,toossab,17.43,2022-11-16T15:00:00Z
527,Humidity,1,mqtt.angizehco.com,4,toossab,18.01,2022-11-16T16:00:00Z
528,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-16T17:00:00Z
529,Humidity,1,mqtt.angizehco.com,4,toossab,17.97,2022-11-16T18:00:00Z
530,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T19:00:00Z
531,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T20:00:00Z
532,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T21:00:00Z
533,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T22:00:00Z
534,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-16T23:00:00Z
535,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T00:00:00Z
536,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T01:00:00Z
537,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T02:00:00Z
538,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T03:00:00Z
539,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T04:00:00Z
540,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T05:00:00Z
541,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T06:00:00Z
542,Humidity,1,mqtt.angizehco.com,4,toossab,17.01,2022-11-17T07:00:00Z
543,Humidity,1,mqtt.angizehco.com,4,toossab,17,2022-11-17T08:00:00Z
544,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T09:00:00Z
545,Humidity,1,mqtt.angizehco.com,4,toossab,16.98,2022-11-17T10:00:00Z
546,Humidity,1,mqtt.angizehco.com,4,toossab,15.99,2022-11-17T11:00:00Z
547,Humidity,1,mqtt.angizehco.com,4,toossab,16,2022-11-17T12:00:00Z
548,Humidity,1,mqtt.angizehco.com,4,toossab,16,2022-11-17T13:00:00Z
549,Humidity,1,mqtt.angizehco.com,4,toossab,16,2022-11-17T14:00:00Z
550,Humidity,1,mqtt.angizehco.com,4,toossab,16.55,2022-11-17T15:00:00Z
551,Humidity,1,mqtt.angizehco.com,4,toossab,16.61,2022-11-17T16:00:00Z
552,Humidity,1,mqtt.angizehco.com,4,toossab,17.01,2022-11-17T17:00:00Z
553,Humidity,1,mqtt.angizehco.com,4,toossab,17.01,2022-11-17T18:00:00Z
554,Humidity,1,mqtt.angizehco.com,4,toossab,17.01,2022-11-17T19:00:00Z
555,Humidity,1,mqtt.angizehco.com,4,toossab,17.01,2022-11-17T20:00:00Z
556,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-17T21:00:00Z
557,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-17T22:00:00Z
558,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-17T23:00:00Z
559,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T00:00:00Z
560,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T01:00:00Z
561,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T02:00:00Z
562,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T03:00:00Z
563,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T04:00:00Z
564,Humidity,1,mqtt.angizehco.com,4,toossab,17.99,2022-11-18T05:00:00Z
565,Humidity,1,mqtt.angizehco.com,4,toossab,18.01,2022-11-18T06:00:00Z
566,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T07:00:00Z
567,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T08:00:00Z
568,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T09:00:00Z
569,Humidity,1,mqtt.angizehco.com,4,toossab,18,2022-11-18T10:00:00Z
570,Humidity,1,mqtt.angizehco.com,4,toossab,18.98,2022-11-18T11:00:00Z
571,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T12:00:00Z
572,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T13:00:00Z
573,Humidity,1,mqtt.angizehco.com,4,toossab,19.99,2022-11-18T14:00:00Z
574,Humidity,1,mqtt.angizehco.com,4,toossab,19.99,2022-11-18T15:00:00Z
575,Humidity,1,mqtt.angizehco.com,4,toossab,19.99,2022-11-18T16:00:00Z
576,Humidity,1,mqtt.angizehco.com,4,toossab,19.99,2022-11-18T17:00:00Z
577,Humidity,1,mqtt.angizehco.com,4,toossab,19.98,2022-11-18T18:00:00Z
578,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T19:00:00Z
579,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T20:00:00Z
580,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T21:00:00Z
581,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T22:00:00Z
582,Humidity,1,mqtt.angizehco.com,4,toossab,20.01,2022-11-18T23:00:00Z
583,Humidity,1,mqtt.angizehco.com,4,toossab,19.98,2022-11-19T00:00:00Z
584,Humidity,1,mqtt.angizehco.com,4,toossab,19.97,2022-11-19T01:00:00Z
585,Humidity,1,mqtt.angizehco.com,4,toossab,19.97,2022-11-19T02:00:00Z
586,Humidity,1,mqtt.angizehco.com,4,toossab,18.99,2022-11-19T03:00:00Z
587,Humidity,1,mqtt.angizehco.com,4,toossab,19,2022-11-19T04:00:00Z
588,Humidity,1,mqtt.angizehco.com,4,toossab,21.18,2022-11-19T05:00:00Z
589,Humidity,1,mqtt.angizehco.com,4,toossab,24.31,2022-11-19T06:00:00Z
590,Humidity,1,mqtt.angizehco.com,4,toossab,23.88,2022-11-19T07:00:00Z
591,Humidity,1,mqtt.angizehco.com,4,toossab,24,2022-11-19T08:00:00Z
592,Humidity,1,mqtt.angizehco.com,4,toossab,23.96,2022-11-19T09:00:00Z
593,Humidity,1,mqtt.angizehco.com,4,toossab,22.98,2022-11-19T10:00:00Z
594,Humidity,1,mqtt.angizehco.com,4,toossab,20.98,2022-11-19T11:00:00Z
595,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-11-19T12:00:00Z
596,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-11-19T13:00:00Z
597,Humidity,1,mqtt.angizehco.com,4,toossab,21.96,2022-11-19T14:00:00Z
598,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-19T15:00:00Z
599,Humidity,1,mqtt.angizehco.com,4,toossab,22.01,2022-11-19T16:00:00Z
600,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-19T17:00:00Z
601,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-19T18:00:00Z
602,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-19T19:00:00Z
603,Humidity,1,mqtt.angizehco.com,4,toossab,21.99,2022-11-19T20:00:00Z
604,Humidity,1,mqtt.angizehco.com,4,toossab,21,2022-11-19T21:00:00Z
605,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-11-19T22:00:00Z
